
Tests

2015-03-17,11:16:26.205457,Computer,20,2.3,47
2015-03-17,11:16:56.752922,Computer,23,2.3,48

XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,RUN,NUMBER,2
2015-03-17,11:23:43.701400,Computer,2,0.2,32
2015-03-17,11:24:29.248549,Computer,5,0.2,26
2015-03-17,11:25:14.559559,Computer,8,0.2,22
2015-03-17,11:25:59.939983,Computer,11,0.2,22
2015-03-17,11:26:45.316439,Computer,14,0.2,21
2015-03-17,11:27:30.698474,Computer,17,0.2,22
2015-03-17,11:28:16.110571,Computer,20,0.2,19
2015-03-17,11:29:01.492518,Computer,23,0.2,20
2015-03-17,11:29:46.800808,Computer,2,0.5,33
2015-03-17,11:30:32.149295,Computer,5,0.5,46
2015-03-17,11:31:17.534535,Computer,8,0.5,38
2015-03-17,11:32:02.971599,Computer,11,0.5,33
2015-03-17,11:32:48.450281,Computer,14,0.5,29
2015-03-17,11:33:33.813513,Computer,17,0.5,30
2015-03-17,11:34:19.295046,Computer,20,0.5,25
2015-03-17,11:35:04.705671,Computer,23,0.5,25
2015-03-17,11:35:50.150668,Computer,2,0.8,22
2015-03-17,11:36:35.680050,Computer,5,0.8,42
2015-03-17,11:37:21.141834,Computer,8,0.8,49
2015-03-17,11:38:06.621111,Computer,11,0.8,42
2015-03-17,11:38:52.000628,Computer,14,0.8,35
2015-03-17,11:39:37.477779,Computer,17,0.8,30
2015-03-17,11:40:22.890077,Computer,20,0.8,30
2015-03-17,11:41:08.396624,Computer,23,0.8,30
2015-03-17,11:41:53.983569,Computer,2,1.1,16
2015-03-17,11:42:39.432102,Computer,5,1.1,35
2015-03-17,11:43:24.842149,Computer,8,1.1,44
2015-03-17,11:44:10.254906,Computer,11,1.1,47
2015-03-17,11:44:55.848626,Computer,14,1.1,41
2015-03-17,11:45:41.261997,Computer,17,1.1,38
2015-03-17,11:46:26.680322,Computer,20,1.1,35
2015-03-17,11:47:12.072435,Computer,23,1.1,35
2015-03-17,11:47:57.387163,Computer,2,1.4,13
2015-03-17,11:48:42.712373,Computer,5,1.4,29
2015-03-17,11:49:28.027533,Computer,8,1.4,39
2015-03-17,11:50:13.407374,Computer,11,1.4,44
2015-03-17,11:50:58.846138,Computer,14,1.4,51
2015-03-17,11:51:44.421824,Computer,17,1.4,42
2015-03-17,11:52:29.989844,Computer,20,1.4,40
2015-03-17,11:53:15.533816,Computer,23,1.4,38
2015-03-17,11:54:01.281108,Computer,2,1.7,11
2015-03-17,11:54:46.709121,Computer,5,1.7,25
2015-03-17,11:55:32.255784,Computer,8,1.7,37
2015-03-17,11:56:17.651890,Computer,11,1.7,43
2015-03-17,11:57:03.180439,Computer,14,1.7,46
2015-03-17,11:57:48.658130,Computer,17,1.7,47
2015-03-17,11:58:34.222261,Computer,20,1.7,39
2015-03-17,11:59:19.650254,Computer,23,1.7,38
2015-03-17,12:00:05.147861,Computer,2,2.0,9
2015-03-17,12:00:50.708447,Computer,5,2.0,21
2015-03-17,12:01:32.525084,Computer,8,2.0,32
2015-03-17,12:02:03.590508,Computer,11,2.0,42
2015-03-17,12:02:43.280195,Computer,14,2.0,41
2015-03-17,12:03:28.726942,Computer,17,2.0,46
2015-03-17,12:04:14.223298,Computer,20,2.0,51
2015-03-17,12:04:59.684436,Computer,23,2.0,47
2015-03-17,12:05:45.267133,Computer,2,2.3,8
2015-03-17,12:06:30.659451,Computer,5,2.3,18
2015-03-17,12:07:16.239096,Computer,8,2.3,28
2015-03-17,12:08:01.667594,Computer,11,2.3,35
2015-03-17,12:08:47.249961,Computer,14,2.3,39
2015-03-17,12:09:32.875738,Computer,17,2.3,43
2015-03-17,12:10:18.340889,Computer,20,2.3,49
2015-03-17,12:11:03.818180,Computer,23,2.3,47

XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,RUN,3
2015-03-17,12:16:02.949046,Computer,2,0.2,29
2015-03-17,12:16:48.445143,Computer,5,0.2,23
2015-03-17,12:17:33.824881,Computer,8,0.2,23
2015-03-17,12:18:19.504903,Computer,11,0.2,22
2015-03-17,12:19:04.915609,Computer,14,0.2,23
2015-03-17,12:19:50.362198,Computer,17,0.2,21
2015-03-17,12:20:35.790910,Computer,20,0.2,19
2015-03-17,12:21:21.269690,Computer,23,0.2,19
2015-03-17,12:22:06.847322,Computer,2,0.5,32
2015-03-17,12:22:52.445534,Computer,5,0.5,47
2015-03-17,12:23:37.922271,Computer,8,0.5,39
2015-03-17,12:24:23.370763,Computer,11,0.5,31
2015-03-17,12:25:08.814612,Computer,14,0.5,27
2015-03-17,12:25:54.344116,Computer,17,0.5,28
2015-03-17,12:26:39.872676,Computer,20,0.5,27
2015-03-17,12:27:25.486050,Computer,23,0.5,24
2015-03-17,12:28:10.931394,Computer,2,0.8,21
2015-03-17,12:28:56.528842,Computer,5,0.8,43
2015-03-17,12:29:42.205757,Computer,8,0.8,46
2015-03-17,12:30:27.686375,Computer,11,0.8,40
2015-03-17,12:31:13.115149,Computer,14,0.8,36
2015-03-17,12:31:58.744737,Computer,17,0.8,31
2015-03-17,12:32:44.151018,Computer,20,0.8,31
2015-03-17,12:33:29.619239,Computer,23,0.8,27
2015-03-17,12:34:15.098376,Computer,2,1.1,16
2015-03-17,12:35:00.609687,Computer,5,1.1,38
2015-03-17,12:35:46.021653,Computer,8,1.1,43
2015-03-17,12:36:31.556519,Computer,11,1.1,48
2015-03-17,12:37:17.046841,Computer,14,1.1,39
2015-03-17,12:38:02.425944,Computer,17,1.1,39
2015-03-17,12:38:47.959614,Computer,20,1.1,34
2015-03-17,12:39:33.402093,Computer,23,1.1,32
2015-03-17,12:40:18.889848,Computer,2,1.4,12
2015-03-17,12:41:04.292686,Computer,5,1.4,30
2015-03-17,12:41:49.622969,Computer,8,1.4,39
2015-03-17,12:42:35.022418,Computer,11,1.4,48
2015-03-17,12:43:20.430467,Computer,14,1.4,51
2015-03-17,12:44:05.793132,Computer,17,1.4,42
2015-03-17,12:44:51.322060,Computer,20,1.4,37
2015-03-17,12:45:36.934394,Computer,23,1.4,34
2015-03-17,12:46:22.496355,Computer,2,1.7,11
2015-03-17,12:47:08.056899,Computer,5,1.7,26
2015-03-17,12:47:53.470336,Computer,8,1.7,36
2015-03-17,12:48:38.883584,Computer,11,1.7,41
2015-03-17,12:49:24.515689,Computer,14,1.7,47
2015-03-17,12:50:10.006918,Computer,17,1.7,47
2015-03-17,12:50:55.485436,Computer,20,1.7,43
2015-03-17,12:51:40.916057,Computer,23,1.7,40
2015-03-17,12:52:26.410527,Computer,2,2.0,9
2015-03-17,12:53:11.924120,Computer,5,2.0,22
2015-03-17,12:53:57.437979,Computer,8,2.0,31
2015-03-17,12:54:42.983324,Computer,11,2.0,37
2015-03-17,12:55:28.545575,Computer,14,2.0,43
2015-03-17,12:56:14.070759,Computer,17,2.0,46
2015-03-17,12:56:59.568283,Computer,20,2.0,50
2015-03-17,12:57:45.096741,Computer,23,2.0,46
2015-03-17,12:58:30.744262,Computer,2,2.3,8
2015-03-17,12:59:16.544894,Computer,5,2.3,18
2015-03-17,13:00:02.164763,Computer,8,2.3,27
2015-03-17,13:00:47.683054,Computer,11,2.3,34
2015-03-17,13:01:33.295288,Computer,14,2.3,43
2015-03-17,13:02:19.025725,Computer,17,2.3,46
2015-03-17,13:03:04.803018,Computer,20,2.3,47
2015-03-17,13:03:50.314749,Computer,23,2.3,47
