2015-03-18 20:34:35.309999,Computer,20,3.2,38
2015-03-18 20:35:06.562143,Computer,23,3.2,44
2015-03-18 20:35:38.058163,Computer,2,3.5,3
2015-03-18 20:36:09.219076,Computer,5,3.5,12
2015-03-18 20:36:40.436831,Computer,8,3.5,18
2015-03-18 20:37:11.671862,Computer,11,3.5,25
2015-03-18 20:37:42.948345,Computer,14,3.5,32
2015-03-18 20:38:14.332013,Computer,17,3.5,37
2015-03-18 20:38:45.606493,Computer,20,3.5,37
2015-03-18 20:39:16.857596,Computer,23,3.5,42
2015-03-18 20:39:48.193503,Computer,2,2.6,7
2015-03-18 20:40:24.378133,Computer,5,2.6,16
2015-03-18 20:41:10.708299,Computer,8,2.6,24
2015-03-18 20:41:56.502913,Computer,11,2.6,30
2015-03-18 20:42:42.350426,Computer,14,2.6,38
2015-03-18 20:43:28.464573,Computer,17,2.6,38
2015-03-18 20:44:15.929453,Computer,20,2.6,45
2015-03-18 20:45:01.812551,Computer,23,2.6,47
2015-03-18 20:45:47.649588,Computer,2,2.9,5
2015-03-18 20:46:33.629287,Computer,5,2.9,17
2015-03-18 20:47:19.527481,Computer,8,2.9,22
2015-03-18 20:48:05.470682,Computer,11,2.9,29
2015-03-18 20:48:51.600259,Computer,14,2.9,34
2015-03-18 20:49:37.631200,Computer,17,2.9,37
2015-03-18 20:50:23.793587,Computer,20,2.9,44
2015-03-18 20:51:09.991340,Computer,23,2.9,43
2015-03-18 20:51:55.667930,Computer,2,3.2,5
2015-03-18 20:52:41.697524,Computer,5,3.2,13
2015-03-18 20:53:27.627090,Computer,8,3.2,21
2015-03-18 20:54:14.677743,Computer,11,3.2,29
2015-03-18 20:55:00.579684,Computer,14,3.2,32
2015-03-18 20:55:46.281712,Computer,17,3.2,34
2015-03-18 20:56:32.198100,Computer,20,3.2,41
2015-03-18 20:57:17.974743,Computer,23,3.2,40
2015-03-18 20:58:03.986204,Computer,2,3.5,3
2015-03-18 20:58:49.865651,Computer,5,3.5,12
2015-03-18 20:59:35.812832,Computer,8,3.5,18
2015-03-18 21:00:12.866817,Computer,11,3.5,26
2015-03-18 21:00:44.252954,Computer,14,3.5,32
2015-03-18 21:01:27.315214,Computer,17,3.5,36
2015-03-18 21:02:13.179433,Computer,20,3.5,35
2015-03-18 21:02:59.142499,Computer,23,3.5,40
2015-03-18 21:08:08.319535,Computer,26,0.2,19
2015-03-18 21:08:40.321877,Computer,29,0.2,19
2015-03-18 21:09:12.049076,Computer,32,0.2,18
2015-03-18 21:09:43.648600,Computer,35,0.2,17
2015-03-18 21:10:15.546027,Computer,26,0.5,22
2015-03-18 21:10:47.408244,Computer,29,0.5,24
2015-03-18 21:11:18.654942,Computer,32,0.5,23
2015-03-18 21:11:50.098999,Computer,35,0.5,20
2015-03-18 21:12:21.438150,Computer,26,0.8,29
2015-03-18 21:12:53.501242,Computer,29,0.8,27
2015-03-18 21:13:25.848749,Computer,32,0.8,24
2015-03-18 21:13:56.937357,Computer,35,0.8,24
2015-03-18 21:14:29.209702,Computer,26,1.1,31
2015-03-18 21:15:00.279785,Computer,29,1.1,30
2015-03-18 21:15:31.035122,Computer,32,1.1,32
2015-03-18 21:16:02.514920,Computer,35,1.1,31
2015-03-18 21:16:33.446459,Computer,26,1.4,37
2015-03-18 21:17:04.724644,Computer,29,1.4,35
2015-03-18 21:17:36.842722,Computer,32,1.4,31
2015-03-18 21:18:08.750564,Computer,35,1.4,30
2015-03-18 21:18:40.396372,Computer,26,1.7,38
2015-03-18 21:19:12.226015,Computer,29,1.7,36
2015-03-18 21:19:43.815785,Computer,32,1.7,34
2015-03-18 21:20:15.252638,Computer,35,1.7,38
2015-03-18 21:20:47.098463,Computer,26,2.0,38
2015-03-18 21:21:18.594059,Computer,29,2.0,40
2015-03-18 21:21:50.263407,Computer,32,2.0,36
2015-03-18 21:22:21.130374,Computer,35,2.0,36
2015-03-18 21:23:00.226051,Computer,26,2.3,47
2015-03-18 21:23:46.242906,Computer,29,2.3,43
2015-03-18 21:24:32.172413,Computer,32,2.3,39
2015-03-18 21:25:18.231750,Computer,35,2.3,39
2015-03-18 21:26:04.178787,Computer,26,2.6,49
2015-03-18 21:26:50.373902,Computer,29,2.6,44
2015-03-18 21:27:36.570722,Computer,32,2.6,47
2015-03-18 21:28:22.448476,Computer,35,2.6,41
2015-03-18 21:29:09.446919,Computer,26,2.9,46
2015-03-18 21:29:55.227296,Computer,29,2.9,50
2015-03-18 21:30:41.071630,Computer,32,2.9,45
2015-03-18 21:31:27.033934,Computer,35,2.9,41
2015-03-18 21:32:13.228772,Computer,26,3.2,46
2015-03-18 21:32:59.125868,Computer,29,3.2,47
2015-03-18 21:33:45.308376,Computer,32,3.2,49
2015-03-18 21:34:31.267902,Computer,35,3.2,45
2015-03-18 21:35:17.263805,Computer,26,3.5,39
2015-03-18 21:36:03.258782,Computer,29,3.5,45
2015-03-18 21:36:49.406070,Computer,32,3.5,42
2015-03-18 21:37:35.368271,Computer,35,3.5,47
2015-03-18 21:38:21.232700,Computer,26,0.2,21
2015-03-18 21:39:07.226816,Computer,29,0.2,19
2015-03-18 21:39:53.272340,Computer,32,0.2,17
2015-03-18 21:40:39.135207,Computer,35,0.2,18
2015-03-18 21:41:25.064590,Computer,26,0.5,24
2015-03-18 21:42:11.145050,Computer,29,0.5,22
2015-03-18 21:42:57.294413,Computer,32,0.5,22
2015-03-18 21:43:43.187544,Computer,35,0.5,23
2015-03-18 21:44:29.500804,Computer,26,0.8,30
2015-03-18 21:45:15.796296,Computer,29,0.8,27
2015-03-18 21:46:01.759863,Computer,32,0.8,25
2015-03-18 21:46:47.955410,Computer,35,0.8,26
2015-03-18 21:47:34.267905,Computer,26,1.1,31
2015-03-18 21:48:20.346459,Computer,29,1.1,30
2015-03-18 21:49:06.543266,Computer,32,1.1,29
2015-03-18 21:49:52.790456,Computer,35,1.1,29
2015-03-18 21:50:38.802713,Computer,26,1.4,36
2015-03-18 21:51:24.882757,Computer,29,1.4,31
2015-03-18 21:52:10.827716,Computer,32,1.4,30
2015-03-18 21:52:56.623665,Computer,35,1.4,29
2015-03-18 21:53:42.802509,Computer,26,1.7,39
2015-03-18 21:54:29.332623,Computer,29,1.7,39
2015-03-18 21:55:16.030349,Computer,32,1.7,38
2015-03-18 21:56:02.442617,Computer,35,1.7,33
2015-03-18 21:56:48.555117,Computer,26,2.0,42
2015-03-18 21:57:34.570972,Computer,29,2.0,38
2015-03-18 21:58:20.578777,Computer,32,2.0,35
2015-03-18 21:59:06.460588,Computer,35,2.0,33
2015-03-18 21:59:52.557475,Computer,26,2.3,49
2015-03-18 22:00:38.563578,Computer,29,2.3,39
2015-03-18 22:01:24.665166,Computer,32,2.3,39
2015-03-18 22:02:10.678837,Computer,35,2.3,42
2015-03-18 22:02:56.924820,Computer,26,2.6,46
2015-03-18 22:03:42.719933,Computer,29,2.6,44
2015-03-18 22:04:28.764635,Computer,32,2.6,43
2015-03-18 22:05:14.544050,Computer,35,2.6,42
2015-03-18 22:06:00.424508,Computer,26,2.9,49
2015-03-18 22:06:46.318980,Computer,29,2.9,46
2015-03-18 22:07:32.365607,Computer,32,2.9,47
2015-03-18 22:08:18.262123,Computer,35,2.9,43
2015-03-18 22:09:04.316650,Computer,26,3.2,45
2015-03-18 22:09:50.253741,Computer,29,3.2,48
2015-03-18 22:10:36.267496,Computer,32,3.2,47
2015-03-18 22:11:22.130150,Computer,35,3.2,42
2015-03-18 22:12:07.909950,Computer,26,3.5,43
2015-03-18 22:12:53.792595,Computer,29,3.5,46
2015-03-18 22:13:39.735904,Computer,32,3.5,49
2015-03-18 22:14:25.515080,Computer,35,3.5,49
2015-03-18 22:15:11.560311,Computer,26,0.2,19
2015-03-18 22:15:57.471846,Computer,29,0.2,18
2015-03-18 22:16:43.302903,Computer,32,0.2,17
2015-03-18 22:17:29.280111,Computer,35,0.2,17
2015-03-18 22:18:15.420671,Computer,26,0.5,24
2015-03-18 22:19:01.322452,Computer,29,0.5,25
2015-03-18 22:19:47.386625,Computer,32,0.5,20
2015-03-18 22:20:33.365095,Computer,35,0.5,21
2015-03-18 22:21:19.330211,Computer,26,0.8,29
2015-03-18 22:22:05.540993,Computer,29,0.8,29
2015-03-18 22:22:51.604271,Computer,32,0.8,25
2015-03-18 22:23:37.698836,Computer,35,0.8,25
2015-03-18 22:24:23.612426,Computer,26,1.1,30
2015-03-18 22:25:09.894647,Computer,29,1.1,30
2015-03-18 22:25:55.721563,Computer,32,1.1,28
2015-03-18 22:26:41.820789,Computer,35,1.1,28
2015-03-18 22:27:27.712681,Computer,26,1.4,36
2015-03-18 22:28:13.708383,Computer,29,1.4,33
2015-03-18 22:28:59.689940,Computer,32,1.4,34
2015-03-18 22:29:45.516003,Computer,35,1.4,31
2015-03-18 22:30:31.582818,Computer,26,1.7,35
2015-03-18 22:31:17.476353,Computer,29,1.7,37
2015-03-18 22:32:03.340632,Computer,32,1.7,37
2015-03-18 22:32:49.355023,Computer,35,1.7,35
2015-03-18 22:33:35.365552,Computer,26,2.0,42
2015-03-18 22:34:21.246160,Computer,29,2.0,36
2015-03-18 22:35:07.106791,Computer,32,2.0,36
2015-03-18 22:35:53.137182,Computer,35,2.0,36
2015-03-18 22:36:39.082348,Computer,26,2.3,52
2015-03-18 22:37:25.229269,Computer,29,2.3,47
2015-03-18 22:38:11.390928,Computer,32,2.3,45
2015-03-18 22:38:57.323044,Computer,35,2.3,40
2015-03-18 22:39:43.250890,Computer,26,2.6,45
2015-03-18 22:40:29.263287,Computer,29,2.6,44
2015-03-18 22:41:15.075628,Computer,32,2.6,42
2015-03-18 22:42:00.971265,Computer,35,2.6,42
2015-03-18 22:42:47.000736,Computer,26,2.9,46
2015-03-18 22:43:32.901062,Computer,29,2.9,48
2015-03-18 22:44:18.909407,Computer,32,2.9,49
2015-03-18 22:45:05.156900,Computer,35,2.9,41
2015-03-18 22:45:50.934838,Computer,26,3.2,46
2015-03-18 22:46:37.214997,Computer,29,3.2,45
2015-03-18 22:47:23.343373,Computer,32,3.2,47
2015-03-18 22:48:10.292303,Computer,35,3.2,47
2015-03-18 22:48:56.672530,Computer,26,3.5,45
2015-03-18 22:49:42.599246,Computer,29,3.5,45
2015-03-18 22:50:28.546272,Computer,32,3.5,48
2015-03-18 22:51:14.577801,Computer,35,3.5,48
